holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Time
None,280.53,0,0,90,Clouds,overcast clouds,05-10-2012 12:00,5870,12:00
None,281.43,0,0,75,Clouds,broken clouds,05-10-2012 13:00,5967,13:00
None,281.78,0,0,90,Clouds,overcast clouds,05-10-2012 14:00,6108,14:00
None,281.91,0,0,90,Clouds,overcast clouds,05-10-2012 15:00,6128,15:00
None,281.73,0,0,90,Clouds,overcast clouds,05-10-2012 16:00,6069,16:00
None,281.42,0,0,90,Clouds,overcast clouds,05-10-2012 17:00,6169,17:00
None,280.87,0,0,90,Clouds,overcast clouds,05-10-2012 18:00,5384,18:00
None,280.15,0,0,90,Clouds,overcast clouds,05-10-2012 19:00,4063,19:00
None,279.78,0,0,90,Clouds,overcast clouds,05-10-2012 20:00,3364,20:00
None,279.65,0,0,75,Clouds,broken clouds,05-10-2012 21:00,2971,21:00
None,279.22,0,0,40,Clouds,scattered clouds,05-10-2012 22:00,2450,22:00
None,279.06,0,0,40,Clouds,scattered clouds,05-10-2012 23:00,1832,23:00
None,278.81,0,0,90,Clouds,overcast clouds,06-10-2012 00:00,1231,00:00
None,278.55,0,0,90,Clouds,overcast clouds,06-10-2012 01:00,718,01:00
None,278.59,0,0,90,Clouds,overcast clouds,06-10-2012 02:00,545,02:00
None,276.99,0,0,75,Clouds,broken clouds,06-10-2012 04:00,411,04:00
None,276.35,0,0,20,Clouds,few clouds,06-10-2012 05:00,688,05:00
None,275.4,0,0,1,Clear,sky is clear,06-10-2012 06:00,1352,06:00
None,275.17,0,0,1,Clear,sky is clear,06-10-2012 07:00,2072,07:00
None,274.99,0,0,1,Clear,sky is clear,06-10-2012 08:00,3342,08:00
None,275.09,0,0,40,Clouds,scattered clouds,06-10-2012 09:00,4258,09:00
None,276.88,0,0,20,Clouds,few clouds,06-10-2012 10:00,4861,10:00
None,278.04,0,0,20,Clouds,few clouds,06-10-2012 11:00,5191,11:00
None,279.08,0,0,40,Clouds,scattered clouds,06-10-2012 12:00,5669,12:00
None,280.12,0,0,75,Clouds,broken clouds,06-10-2012 13:00,5074,13:00
None,280.25,0,0,75,Clouds,broken clouds,06-10-2012 14:00,5025,14:00
None,280,0,0,75,Clouds,broken clouds,06-10-2012 15:00,5153,15:00
None,279.06,0,0,90,Clouds,overcast clouds,06-10-2012 16:00,5024,16:00
None,278.91,0,0,90,Clouds,overcast clouds,06-10-2012 17:00,4779,17:00
None,278.39,0,0,90,Clouds,overcast clouds,06-10-2012 18:00,4362,18:00
None,278.16,0,0,90,Clouds,overcast clouds,06-10-2012 19:00,3860,19:00
None,278.16,0,0,90,Clouds,overcast clouds,06-10-2012 20:00,3160,20:00
None,277.93,0,0,90,Clouds,overcast clouds,06-10-2012 21:00,2992,21:00
None,276.9,0,0,90,Clouds,overcast clouds,06-10-2012 22:00,3202,22:00
None,276.34,0,0,75,Clouds,broken clouds,06-10-2012 23:00,1941,23:00
None,276.11,0,0,75,Clouds,broken clouds,07-10-2012 00:00,1233,00:00
None,275.73,0,0,90,Clouds,overcast clouds,07-10-2012 03:00,323,03:00
None,275.65,0,0,90,Clouds,overcast clouds,07-10-2012 04:00,312,04:00
None,275.51,0,0,75,Clouds,broken clouds,07-10-2012 05:00,627,05:00
None,275.05,0,0,90,Clouds,overcast clouds,07-10-2012 06:00,1508,06:00
None,274.77,0,0,90,Clouds,overcast clouds,07-10-2012 07:00,1539,07:00
None,274.77,0,0,75,Clouds,broken clouds,07-10-2012 08:00,2232,08:00
None,275.55,0,0,75,Clouds,broken clouds,07-10-2012 09:00,4568,09:00
None,276.24,0,0,75,Clouds,broken clouds,07-10-2012 10:00,4624,10:00
None,277.01,0,0,90,Clouds,overcast clouds,07-10-2012 11:00,4529,11:00
None,277.43,0,0,90,Clouds,overcast clouds,07-10-2012 12:00,5139,12:00
None,278.45,0,0,90,Clouds,overcast clouds,07-10-2012 13:00,6640,13:00
None,279.27,0,0,90,Clouds,overcast clouds,07-10-2012 14:00,6589,14:00
None,279.27,0,0,90,Clouds,overcast clouds,07-10-2012 15:00,4429,15:00
None,279.44,0,0,90,Clouds,overcast clouds,07-10-2012 16:00,4329,16:00
None,279.32,0,0,90,Clouds,overcast clouds,07-10-2012 17:00,3833,17:00
None,279.27,0,0,90,Clouds,overcast clouds,07-10-2012 18:00,4015,18:00
None,278.11,0,0,90,Clouds,overcast clouds,07-10-2012 19:00,3382,19:00
None,276.79,0,0,75,Clouds,broken clouds,07-10-2012 20:00,2815,20:00
None,275.73,0,0,90,Clouds,overcast clouds,07-10-2012 21:00,2110,21:00
None,274.88,0,0,75,Clouds,broken clouds,07-10-2012 22:00,1555,22:00
None,273.92,0,0,20,Clouds,few clouds,07-10-2012 23:00,959,23:00
Columbus Day,273.08,0,0,20,Clouds,few clouds,08-10-2012 00:00,455,00:00
None,272.62,0,0,20,Clouds,few clouds,08-10-2012 01:00,336,01:00
None,271.78,0,0,1,Clear,sky is clear,08-10-2012 02:00,265,02:00
None,271.05,0,0,1,Clear,sky is clear,08-10-2012 03:00,314,03:00
None,270.63,0,0,1,Clear,sky is clear,08-10-2012 04:00,779,04:00
None,270.33,0,0,1,Clear,sky is clear,08-10-2012 05:00,2571,05:00
None,269.61,0,0,20,Clouds,few clouds,08-10-2012 06:00,5563,06:00
None,270.01,0,0,20,Clouds,few clouds,08-10-2012 07:00,6676,07:00
None,271.23,0,0,20,Clouds,few clouds,08-10-2012 08:00,5966,08:00
None,273.71,0,0,20,Clouds,few clouds,08-10-2012 09:00,4832,09:00
None,276.77,0,0,20,Clouds,few clouds,08-10-2012 10:00,4395,10:00
None,279.47,0,0,20,Clouds,few clouds,08-10-2012 11:00,4411,11:00
None,279.84,0,0,1,Clear,sky is clear,08-10-2012 12:00,4648,12:00
None,282.34,0,0,40,Clouds,scattered clouds,08-10-2012 13:00,4602,13:00
None,282.94,0,0,40,Clouds,scattered clouds,08-10-2012 14:00,5125,14:00
None,283.48,0,0,1,Clear,sky is clear,08-10-2012 15:00,5502,15:00
None,284.33,0,0,1,Clear,sky is clear,08-10-2012 16:00,5979,16:00
None,284.48,0,0,40,Clouds,scattered clouds,08-10-2012 17:00,5663,17:00
None,284.23,0,0,40,Clouds,scattered clouds,08-10-2012 18:00,4259,18:00
None,281.99,0,0,20,Clouds,few clouds,08-10-2012 19:00,3069,19:00
None,279.81,0,0,1,Clear,sky is clear,08-10-2012 20:00,2378,20:00
None,279.35,0,0,1,Clear,sky is clear,08-10-2012 21:00,2030,21:00
None,278.9,0,0,1,Clear,sky is clear,08-10-2012 22:00,1400,22:00
None,278.46,0,0,1,Clear,sky is clear,08-10-2012 23:00,917,23:00
None,277.78,0,0,1,Clear,sky is clear,09-10-2012 00:00,515,00:00
None,277.27,0,0,1,Clear,sky is clear,09-10-2012 01:00,302,01:00
None,277.47,0,0,1,Clear,sky is clear,09-10-2012 02:00,251,02:00
None,276.97,0,0,20,Clouds,few clouds,09-10-2012 04:00,798,04:00
None,276.52,0,0,40,Clouds,scattered clouds,09-10-2012 05:00,2678,05:00
None,276.6,0,0,40,Clouds,scattered clouds,09-10-2012 06:00,5733,06:00
None,277.31,0,0,75,Clouds,broken clouds,09-10-2012 07:00,6449,07:00
None,278.38,0,0,90,Clouds,overcast clouds,09-10-2012 08:00,5765,08:00
None,279.35,0,0,90,Clouds,overcast clouds,09-10-2012 09:00,5599,09:00
None,281.37,0,0,90,Clouds,overcast clouds,09-10-2012 10:00,4534,10:00
None,283.11,0,0,90,Clouds,overcast clouds,09-10-2012 11:00,4691,11:00
None,284.08,0,0,75,Clouds,broken clouds,09-10-2012 12:00,5067,12:00
None,285.14,0,0,75,Clouds,broken clouds,09-10-2012 13:00,5030,13:00
None,286.35,0,0,90,Clouds,overcast clouds,09-10-2012 14:00,5300,14:00
None,287.23,0,0,100,Rain,light rain,09-10-2012 15:00,5777,15:00
None,288.53,0,0,90,Clouds,overcast clouds,09-10-2012 16:00,6349,16:00
None,290.37,0,0,90,Clouds,overcast clouds,09-10-2012 17:00,6127,17:00
None,290.13,0,0,90,Clouds,overcast clouds,09-10-2012 18:00,4460,18:00
None,288.86,0,0,75,Clouds,broken clouds,09-10-2012 19:00,3418,19:00
None,287.36,0,0,90,Clouds,overcast clouds,09-10-2012 20:00,2775,20:00
None,285.11,0,0,90,Clouds,overcast clouds,09-10-2012 21:00,2306,21:00
None,283.46,0,0,90,Clouds,overcast clouds,09-10-2012 22:00,1846,22:00
None,282.45,0,0,90,Clouds,overcast clouds,09-10-2012 23:00,947,23:00
None,281.88,0,0,90,Clouds,overcast clouds,10-10-2012 00:00,494,00:00
None,281.78,0,0,90,Clouds,overcast clouds,10-10-2012 01:00,332,01:00
None,281.09,0,0,75,Clouds,broken clouds,10-10-2012 02:00,261,02:00
None,281.17,0,0,90,Clouds,overcast clouds,10-10-2012 03:00,361,03:00
None,281.25,0,0,92,Clear,sky is clear,10-10-2012 06:00,5875,06:00
None,281.25,0,0,99,Rain,light rain,10-10-2012 07:00,6793,07:00
None,281.25,0,0,99,Drizzle,light intensity drizzle,10-10-2012 07:00,6793,07:00
None,280.1,0,0,99,Rain,light rain,10-10-2012 08:00,6283,08:00
None,280.1,0,0,99,Drizzle,light intensity drizzle,10-10-2012 08:00,6283,08:00
None,279.61,0,0,99,Rain,light rain,10-10-2012 09:00,5680,09:00
None,279.61,0,0,99,Drizzle,light intensity drizzle,10-10-2012 09:00,5680,09:00
None,279.67,0,0,99,Clear,sky is clear,10-10-2012 10:00,4632,10:00
None,280.19,0,0,1,Clear,sky is clear,10-10-2012 11:00,4887,11:00
None,282.09,0,0,75,Clouds,broken clouds,10-10-2012 12:00,5030,12:00
None,282.26,0,0,75,Clouds,broken clouds,10-10-2012 13:00,5067,13:00
None,282.05,0,0,90,Clouds,overcast clouds,10-10-2012 14:00,5227,14:00
None,281.59,0,0,90,Clouds,overcast clouds,10-10-2012 15:00,5610,15:00
None,281.23,0,0,81,Clear,sky is clear,10-10-2012 16:00,6286,16:00
None,282.6,0,0,81,Clear,sky is clear,10-10-2012 18:00,4775,18:00
None,282.6,0,0,81,Clear,sky is clear,10-10-2012 19:00,3340,19:00
None,282.6,0,0,81,Clear,sky is clear,10-10-2012 20:00,3013,20:00
None,282.6,0,0,81,Clear,sky is clear,10-10-2012 21:00,2603,21:00
None,282.6,0,0,81,Clear,sky is clear,10-10-2012 22:00,1910,22:00
None,282.6,0,0,81,Clear,sky is clear,10-10-2012 23:00,1037,23:00
None,273.9,0,0,1,Clear,sky is clear,11-10-2012 01:00,347,01:00
None,274.4,0,0,75,Clouds,broken clouds,11-10-2012 03:00,350,03:00
None,274.05,0,0,75,Clouds,broken clouds,11-10-2012 04:00,850,04:00
None,273.71,0,0,40,Clouds,scattered clouds,11-10-2012 05:00,2791,05:00
None,272.66,0,0,1,Clear,sky is clear,11-10-2012 06:00,5809,06:00
None,272.65,0,0,1,Clear,sky is clear,11-10-2012 07:00,6798,07:00
None,272.52,0,0,1,Clear,sky is clear,11-10-2012 08:00,6304,08:00
None,275.19,0,0,20,Clouds,few clouds,11-10-2012 09:00,5291,09:00
None,275.34,0,0,1,Clear,sky is clear,11-10-2012 10:00,4638,10:00
None,284.1,0,0,50,Clear,sky is clear,11-10-2012 14:00,5557,14:00
None,284.1,0,0,50,Clear,sky is clear,11-10-2012 15:00,5818,15:00
None,283.78,0,0,75,Clouds,broken clouds,11-10-2012 16:00,6272,16:00
None,283.52,0,0,75,Clouds,broken clouds,11-10-2012 17:00,5944,17:00
None,283.32,0,0,90,Clouds,overcast clouds,11-10-2012 18:00,4949,18:00
None,282.06,0,0,90,Clouds,overcast clouds,11-10-2012 19:00,3511,19:00
None,281.95,0,0,90,Clouds,overcast clouds,11-10-2012 20:00,3039,20:00
None,281.81,0,0,90,Clouds,overcast clouds,11-10-2012 21:00,2679,21:00
None,282.16,0,0,90,Clouds,overcast clouds,11-10-2012 22:00,2094,22:00
None,282.53,0,0,90,Clouds,overcast clouds,11-10-2012 23:00,1284,23:00
None,283.91,0,0,90,Clouds,overcast clouds,12-10-2012 00:00,630,00:00
None,284.64,0,0,90,Clouds,overcast clouds,12-10-2012 01:00,410,01:00
None,284.61,0,0,90,Clouds,overcast clouds,12-10-2012 02:00,331,02:00
None,283.18,0,0,72,Drizzle,light intensity drizzle,12-10-2012 03:00,372,03:00
None,282.26,0,0,72,Rain,light rain,12-10-2012 04:00,739,04:00
None,280.77,0,0,72,Drizzle,light intensity drizzle,12-10-2012 05:00,2561,05:00
None,278.53,0,0,75,Clouds,broken clouds,12-10-2012 06:00,5586,06:00
None,277.64,0,0,75,Clouds,broken clouds,12-10-2012 07:00,6992,07:00
None,277.9,0,0,90,Clouds,overcast clouds,12-10-2012 08:00,5860,08:00
None,278.18,0,0,90,Clouds,overcast clouds,12-10-2012 09:00,5230,09:00
None,279.29,0,0,75,Clouds,broken clouds,12-10-2012 10:00,4864,10:00
None,280.45,0,0,75,Clouds,broken clouds,12-10-2012 11:00,5146,11:00
None,280.95,0,0,40,Clouds,scattered clouds,12-10-2012 12:00,5526,12:00
None,281.74,0,0,40,Clouds,scattered clouds,12-10-2012 13:00,5383,13:00
None,281.84,0,0,75,Clouds,broken clouds,12-10-2012 14:00,5758,14:00
None,282.45,0,0,75,Clouds,broken clouds,12-10-2012 15:00,5889,15:00
None,282.2,0,0,75,Clouds,broken clouds,12-10-2012 16:00,6057,16:00
None,281.54,0,0,40,Clouds,scattered clouds,12-10-2012 17:00,6028,17:00
None,280.21,0,0,20,Clouds,few clouds,12-10-2012 18:00,5257,18:00
None,282.2,0,0,56,Clear,sky is clear,12-10-2012 23:00,1897,23:00
None,272.58,0,0,1,Clear,sky is clear,13-10-2012 00:00,1335,00:00
None,272.06,0,0,1,Clear,sky is clear,13-10-2012 01:00,769,01:00
None,270.99,0,0,1,Clear,sky is clear,13-10-2012 02:00,570,02:00
None,270.29,0,0,20,Clouds,few clouds,13-10-2012 03:00,413,03:00
None,269.48,0,0,1,Clear,sky is clear,13-10-2012 04:00,399,04:00
None,269.27,0,0,1,Clear,sky is clear,13-10-2012 05:00,740,05:00
None,268.91,0,0,1,Clear,sky is clear,13-10-2012 06:00,1420,06:00
None,268.98,0,0,75,Clouds,broken clouds,13-10-2012 07:00,2220,07:00
None,269.23,0,0,40,Clouds,scattered clouds,13-10-2012 08:00,3479,08:00
None,272.61,0,0,40,Clouds,scattered clouds,13-10-2012 09:00,4546,09:00
None,276.78,0,0,20,Clouds,few clouds,13-10-2012 10:00,4579,10:00
None,279.22,0,0,1,Clear,sky is clear,13-10-2012 11:00,4438,11:00
None,280.35,0,0,1,Clear,sky is clear,13-10-2012 12:00,4623,12:00
None,281.81,0,0,1,Clear,sky is clear,13-10-2012 13:00,4440,13:00
None,283.05,0,0,1,Clear,sky is clear,13-10-2012 14:00,4495,14:00
None,283.96,0,0,1,Clear,sky is clear,13-10-2012 15:00,4483,15:00
None,284.53,0,0,1,Clear,sky is clear,13-10-2012 16:00,4591,16:00
None,284.44,0,0,1,Clear,sky is clear,13-10-2012 17:00,4477,17:00
None,283.64,0,0,1,Clear,sky is clear,13-10-2012 18:00,4221,18:00
None,281.85,0,0,20,Clouds,few clouds,13-10-2012 19:00,3672,19:00
None,281.38,0,0,1,Clear,sky is clear,13-10-2012 20:00,3015,20:00
None,281.84,0,0,75,Clouds,broken clouds,13-10-2012 21:00,2769,21:00
None,282.23,0,0,90,Clouds,overcast clouds,13-10-2012 22:00,2875,22:00
None,282.18,0,0,90,Clouds,overcast clouds,13-10-2012 23:00,1931,23:00
None,282.49,0,0,90,Clouds,overcast clouds,14-10-2012 00:00,1309,00:00
None,282.54,0,0,90,Clouds,overcast clouds,14-10-2012 01:00,870,01:00
None,282.58,0,0,90,Clouds,overcast clouds,14-10-2012 02:00,654,02:00
None,282.23,0,0,90,Clouds,overcast clouds,14-10-2012 03:00,364,03:00
None,282.08,0,0,90,Clouds,overcast clouds,14-10-2012 04:00,262,04:00
None,282.23,0,0,90,Clouds,overcast clouds,14-10-2012 05:00,505,05:00
None,282.24,0,0,90,Clouds,overcast clouds,14-10-2012 06:00,861,06:00
None,282.24,0,0,90,Clouds,overcast clouds,14-10-2012 07:00,1132,07:00
None,282.24,0,0,57,Mist,mist,14-10-2012 08:00,1797,08:00
None,282.43,0,0,57,Drizzle,light intensity drizzle,14-10-2012 09:00,2685,09:00
None,282.43,0,0,57,Mist,mist,14-10-2012 09:00,2685,09:00
None,282.43,0,0,57,Haze,haze,14-10-2012 09:00,2685,09:00
None,282.33,0,0,57,Drizzle,light intensity drizzle,14-10-2012 10:00,3370,10:00
None,282.33,0,0,57,Mist,mist,14-10-2012 10:00,3370,10:00
None,282.82,0,0,57,Drizzle,light intensity drizzle,14-10-2012 11:00,3662,11:00
None,282.82,0,0,57,Mist,mist,14-10-2012 11:00,3662,11:00
None,283.33,0,0,57,Mist,mist,14-10-2012 12:00,4076,12:00
None,283.33,0,0,57,Rain,light rain,14-10-2012 12:00,4076,12:00
None,283.33,0,0,57,Drizzle,light intensity drizzle,14-10-2012 12:00,4076,12:00
None,283.75,0,0,93,Rain,light rain,14-10-2012 13:00,4128,13:00
None,283.75,0,0,93,Mist,mist,14-10-2012 13:00,4128,13:00
None,283.75,0,0,93,Drizzle,light intensity drizzle,14-10-2012 13:00,4128,13:00
None,284.09,0,0,93,Mist,mist,14-10-2012 14:00,4358,14:00
None,284.09,0,0,93,Rain,light rain,14-10-2012 14:00,4358,14:00
None,284.09,0,0,93,Drizzle,light intensity drizzle,14-10-2012 14:00,4358,14:00
None,284.55,0,0,93,Mist,mist,14-10-2012 15:00,4342,15:00
None,284.55,0,0,93,Rain,light rain,14-10-2012 15:00,4342,15:00
None,284.68,0,0,93,Mist,mist,14-10-2012 16:00,4234,16:00
None,284.64,0,0,93,Rain,light rain,14-10-2012 17:00,4271,17:00
None,284.64,0,0,93,Mist,mist,14-10-2012 17:00,4271,17:00
None,284.4,0,0,93,Mist,mist,14-10-2012 18:00,4080,18:00
None,284.17,0,0,93,Mist,mist,14-10-2012 19:00,3453,19:00
None,284.03,0,0,93,Mist,mist,14-10-2012 20:00,2718,20:00
None,283.58,0,0,93,Mist,mist,14-10-2012 21:00,2439,21:00
None,283.04,0,0,93,Mist,mist,14-10-2012 22:00,1819,22:00
None,281.95,0,0,93,Mist,mist,14-10-2012 23:00,1002,23:00
None,281.95,0,0,93,Fog,fog,14-10-2012 23:00,1002,23:00
None,281.61,0,0,93,Mist,mist,15-10-2012 00:00,542,00:00
None,281.61,0,0,93,Fog,fog,15-10-2012 00:00,542,00:00
None,281.57,0,0,85,Fog,fog,15-10-2012 01:00,303,01:00
None,281.42,0,0,85,Fog,fog,15-10-2012 02:00,239,02:00
None,281.29,0,0,85,Mist,mist,15-10-2012 03:00,335,03:00
None,281.29,0,0,85,Fog,fog,15-10-2012 03:00,335,03:00
None,281.02,0,0,85,Mist,mist,15-10-2012 04:00,810,04:00
None,281.02,0,0,85,Fog,fog,15-10-2012 04:00,810,04:00
None,280.82,0,0,85,Mist,mist,15-10-2012 05:00,2606,05:00
None,280.82,0,0,85,Fog,fog,15-10-2012 05:00,2606,05:00
None,280.39,0,0,85,Mist,mist,15-10-2012 06:00,5714,06:00
None,280.19,0,0,100,Mist,mist,15-10-2012 07:00,6798,07:00
None,279.82,0,0,100,Mist,mist,15-10-2012 08:00,6114,08:00
None,279.75,0,0,100,Mist,mist,15-10-2012 09:00,5094,09:00
None,280.07,0,0,100,Mist,mist,15-10-2012 10:00,4473,10:00
None,280.32,0,0,90,Clouds,overcast clouds,15-10-2012 11:00,4529,11:00
None,281.72,0,0,100,Clear,sky is clear,15-10-2012 12:00,4823,12:00
None,284.01,0,0,40,Clouds,scattered clouds,15-10-2012 13:00,4872,13:00
None,285.88,0,0,1,Clear,sky is clear,15-10-2012 14:00,5238,14:00
None,286.87,0,0,1,Clear,sky is clear,15-10-2012 15:00,5584,15:00
None,287.6,0,0,20,Clouds,few clouds,15-10-2012 16:00,6246,16:00
None,287.27,0,0,20,Clouds,few clouds,15-10-2012 17:00,5957,17:00
None,286.18,0,0,20,Clouds,few clouds,15-10-2012 18:00,4535,18:00
None,285.2,0,0,75,Clouds,broken clouds,15-10-2012 19:00,3234,19:00
None,284.68,0,0,75,Clouds,broken clouds,15-10-2012 20:00,2677,20:00
None,284.49,0,0,90,Clouds,overcast clouds,15-10-2012 21:00,2077,21:00
None,283.54,0,0,20,Clouds,few clouds,15-10-2012 22:00,1380,22:00
None,282.33,0,0,75,Clouds,broken clouds,15-10-2012 23:00,927,23:00
None,281.21,0,0,20,Clouds,few clouds,16-10-2012 00:00,500,00:00
None,279.87,0,0,1,Clear,sky is clear,16-10-2012 01:00,324,01:00
None,278.93,0,0,1,Clear,sky is clear,16-10-2012 02:00,257,02:00
None,277.91,0,0,1,Clear,sky is clear,16-10-2012 03:00,354,03:00
None,277.21,0,0,1,Clear,sky is clear,16-10-2012 04:00,769,04:00
None,276.61,0,0,1,Clear,sky is clear,16-10-2012 05:00,2769,05:00
None,276.11,0,0,1,Clear,sky is clear,16-10-2012 06:00,5789,06:00
None,274.81,0,0,20,Clouds,few clouds,16-10-2012 07:00,7055,07:00
None,274.99,0,0,20,Clouds,few clouds,16-10-2012 08:00,6408,08:00
None,277.91,0,0,20,Clouds,few clouds,16-10-2012 09:00,5254,09:00
None,280.71,0,0,20,Clouds,few clouds,16-10-2012 10:00,4547,10:00
None,283.85,0,0,20,Clouds,few clouds,16-10-2012 11:00,4784,11:00
None,286.01,0,0,40,Clouds,scattered clouds,16-10-2012 12:00,5015,12:00
None,286.31,0,0,1,Clear,sky is clear,16-10-2012 13:00,5057,13:00
None,288.15,0,0,75,Clouds,broken clouds,16-10-2012 14:00,5430,14:00
None,289.15,0,0,75,Clouds,broken clouds,16-10-2012 15:00,5813,15:00
None,288.99,0,0,75,Clouds,broken clouds,16-10-2012 16:00,6496,16:00
None,288.86,0,0,75,Clouds,broken clouds,16-10-2012 17:00,6429,17:00
None,288.16,0,0,90,Clouds,overcast clouds,16-10-2012 18:00,5142,18:00
